sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_post_market_price,screen_post_market_change,screen_regular_market_change,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_post_market_time,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_currency,screen_first_trade_date_milliseconds,screen_bid,screen_ask,screen_long_name,screen_has_pre_post_market_data,screen_full_exchange_name,screen_price_hint,screen_post_market_change_percent,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_regular_market_change_percent,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_fifty_two_week_low_change,screen_bid_size,screen_market,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_ask_size,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_eps_trailing_twelve_months,screen_shares_outstanding,screen_regular_market_previous_close,screen_message_board_id,screen_book_value,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_price_to_book,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_financial_currency,screen_short_name,screen_net_expense_ratio,screen_two_hundred_day_average_change_percent,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_symbol,screen_eps_forward,screen_forward_pe,screen_dividend_date,screen_ipo_expected_date,screen_display_name,screen_market_cap,screen_implied_shares_outstanding,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_prev_name,screen_name_change_date
Utilities,utilities,39,TPZ,Tortoise Electrification Infrastructure ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,3.7,23.34812,,,1784318412,22.03,22.15,22.03,0.0,-0.0349998,21.9799 - 22.15,21.9799,3997,1784322300.0,False,False,False,USD,1248874200000,18.89,23.03,Tortoise Electrification Infrastructure ETF,True,NYSE,2,0.0,0.0,9.4672,0.88658,0.88658,127860640.0,CLOSED,-0.158622,22.16,10298,7640,[],2.1000004,200,us_market,0.10536881,19.93 - 23.03,-1.0,1000,-0.043421622,7.884431,0.9366921,5890170.0,22.065,finmb_36142071,,22.002,0.027999878,0.001272606,21.55905,0.47095108,,15,0,America/New_York,EDT,-14400000,NYQ,23.03,19.93,3.7,,Tortoise Electrification Infras,0.85,0.021844706,0.0,23.518934,TPZ,-0.01,-2203.0,1551312000.0,,Tortoise Power and Energy Infrastructure Fund,129760448.0,5890170.0,1524760200.0,1524846600.0,,
Utilities,utilities,40,FCVT,First Trust SSI Strategic Convertible Securities ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.1,40.48583,6.8567,3.68648,1784318400,49.3731,49.47,49.3731,-0.056900024,0.04309845,48.49 - 49.47,48.49,41107,1784319005.0,False,False,False,USD,1446647400000,49.16,49.61,First Trust SSI Strategic Convertible Securities ETF,True,NasdaqGM,2,-0.11511233,0.0,25.16613,21.25553,21.25553,120864240.0,CLOSED,0.087367624,49.15,20408,18530,[],10.4081,3,us_market,0.26711407,38.965 - 54.9,-5.5269012,4,-0.10067215,24.049652,1.328245,,49.33,finmb_307331502,,52.19098,-2.8178787,-0.053991683,46.795647,2.5774536,,15,0,America/New_York,EDT,-14400000,NGM,54.9,38.965,1.1,,First Trust SSI Strategic Conve,0.95,0.05507892,0.0,37.17168,FCVT,,,1496188800.0,,,,,,,,
Utilities,utilities,41,HYGW,iShares High Yield Corporate Bond Buywrite Strategy ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,12.06,10.989010989010989,,,1784318400,28.92,29.0,28.92,0.0,-0.0499992,28.92 - 29.0,28.92,14432,1784322300.0,False,False,False,USD,1661175000000,28.92,28.94,iShares High Yield Corporate Bond Buywrite Strategy ETF,True,Cboe US,2,0.0,0.0,2.43091,2.10088,2.10088,109794752.0,CLOSED,-0.17259,29.03,78467,26310,[],0.09000015,4300,us_market,0.0031217535,28.83 - 30.456,-1.5359993,100,-0.05043339,-4.4914126,2.8966484,,28.97,finmb_1780838005,,29.00054,-0.0805397,-0.0027771795,29.59179,-0.67178917,,15,0,America/New_York,EDT,-14400000,BTS,30.456,28.83,9.24,,iShares High Yield Corporate Bo,0.69,-0.022701878,0.0,9.9839525,HYGW,,,,,,,,,,,
Utilities,utilities,42,WTBN,Wisdomtree Bianco Fixed Income Total Return Fund,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,1784318400,24.925,24.965,24.925,0.0049991608,0.0,24.87 - 24.965,24.87,14054,1784319005.0,False,False,False,USD,1703082600000,17.97,31.97,Wisdomtree Bianco Fixed Income Total Return Fund,True,NasdaqGM,2,0.020060837,0.0,0.29609,0.68672,0.68672,107324560.0,CLOSED,0.0,24.952,23250,34050,[],0.074998856,2,us_market,0.0030180626,24.85 - 26.0,-1.0750008,2,-0.041346185,-1.7036736,,,24.925,finmb_1861385923,,25.12274,-0.19774055,-0.007870979,25.45819,-0.5331917,,15,0,America/New_York,EDT,-14400000,NGM,26.0,24.85,4.05,,WisdomTree Bianco Total Return ,0.6,-0.020943817,0.0,,WTBN,,,,2023-12-20,,,,,,,
Utilities,utilities,43,HISF,First Trust High Income Strategic Focus ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,4.6,22.321428571428573,6.4996,9.53016,1784318400,44.23,44.255,44.23,0.020000458,9.918213e-05,44.21 - 44.255,44.21,3722,1784319004.0,False,False,False,USD,1408023000000,31.85,56.67,First Trust High Income Strategic Focus ETF,True,NasdaqGM,2,0.04523967,0.0,0.51855,1.16741,1.16741,97459280.0,CLOSED,0.00022424226,44.255,7633,8420,[],0.34000015,2,us_market,0.007746643,43.89 - 45.615,-1.3850021,2,-0.030362865,-0.75170994,,,44.2299,finmb_264493463,,44.32614,-0.096141815,-0.0021689641,44.885845,-0.65584564,,15,0,America/New_York,EDT,-14400000,NGM,45.615,43.89,5.03,,First Trust High Income Strateg,0.83,-0.014611414,0.0,,HISF,,,,,,,,,,,
Utilities,utilities,44,PUI,Invesco Dorsey Wright Utilities Momentum ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.97,21.317416,-4.40543,14.95354,1784318400,46.5564,46.815,46.5564,-0.0036010742,-0.2635994,46.5564 - 46.815,46.5564,1045,1784319005.0,False,False,False,USD,1130333400000,46.47,46.63,Invesco Dorsey Wright Utilities Momentum ETF,True,NasdaqGM,2,-0.0077342656,0.019906024,10.16827,1.4692,1.4692,76488904.0,CLOSED,-0.563006,46.815,14233,48210,[],3.9063988,15,us_market,0.091592,42.65 - 49.3,-2.743599,15,-0.055651095,9.11647,2.2308426,6200000.0,46.82,finmb_25333490,40.805,46.8746,-0.31819916,-0.006788307,46.39135,0.1650505,1.1409484,15,0,America/New_York,EDT,-14400000,NGM,49.3,42.65,1.97,USD,Invesco Dorsey Wright Utilities,0.6,0.0035577863,0.932,20.869425,PUI,,,1522281600.0,,,,,,,,
Utilities,utilities,45,DUKZ,Ocean Park Diversified Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,4.32,24.752475247524753,,,1784318385,25.33,25.35,25.33,0.0,-0.0499992,25.31 - 25.35,25.31,4502,1784322300.0,False,False,False,USD,1720704600000,23.95,26.9,Ocean Park Diversified Income ETF,True,NYSEArca,2,0.0,0.0,2.87314,3.65291,3.65291,46821300.0,CLOSED,-0.197003,25.35,23048,29890,[],0.6100006,2100,us_market,0.024676401,24.72 - 25.941,-0.61100006,2000,-0.02355345,1.3443232,,,25.38,finmb_1879271265,,25.49074,-0.1607399,-0.006305815,25.42785,-0.0978508,,15,0,America/New_York,EDT,-14400000,PCX,25.941,24.72,3.81,,Ocean Park Diversified Income E,1.03,-0.0038481741,0.0,,DUKZ,,,,,,,,,,,
Utilities,utilities,46,UTSL,Direxion Daily Utilities Bull 3X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.54,20.93364,-35.54238,48.10649,1784318400,44.79,47.72,44.89,0.099998474,-1.02,44.52 - 47.72,44.52,117042,1784330620.0,False,False,False,USD,1493818200000,44.55,47.07,Direxion Daily Utilities Bull 3X Shares,True,NYSEArca,2,0.22326072,0.0,13.82815,-6.15046,-6.15046,45702228.0,CLOSED,-2.22659,46.55,99340,78340,[],7.959999,100,us_market,0.21612813,36.83 - 55.21,-10.419998,100,-0.18873389,12.283778,2.1831846,,45.81,finmb_424861530,,44.3026,0.48740005,0.011001613,45.89095,-1.1009483,,15,0,America/New_York,EDT,-14400000,PCX,55.21,36.83,1.54,,Direxion Daily Utilities Bull 3,0.97,-0.023990532,0.0,20.515902,UTSL,,,,,,,,,,,
Utilities,utilities,47,JHMU,John Hancock Dynamic Municipal Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.47,17.956545160711077,23.18502,11.25287,1784225139,26.14,26.14,,,0.00489998,26.14 - 26.14,26.14,31,,False,False,False,USD,1698931800000,23.26,29.26,John Hancock Dynamic Municipal Bond ETF,True,NYSEArca,2,,0.0,2.3621,2.41966,2.41966,44071684.0,CLOSED,0.0187487,26.1565,4448,3680,[],0.86999893,300,us_market,0.034428135,25.27 - 26.695,-0.5550003,200,-0.020790422,3.0350804,,,26.1351,finmb_1849974960,,26.21298,-0.07298088,-0.0027841504,26.24442,-0.10441971,,15,0,America/New_York,EDT,-14400000,PCX,26.695,25.27,3.74,,John Hancock Dynamic Municipal ,0.39,-0.0039787395,0.0,,JHMU,,,,,,,,,,,
Utilities,utilities,48,CFIT,Cambria Fixed Income Trend ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,1784311689,25.723,25.723,25.723,0.0,-0.0170002,25.7229 - 25.723,25.7229,626,1784322300.0,False,False,False,USD,1743168600000,25.7,38.59,,True,Cboe US,2,0.0,0.0,5.32233,5.53639,5.53639,38450264.0,CLOSED,-0.0660458,25.7229,20661,12570,[],1.3029995,3000,us_market,0.053357884,24.42 - 26.45,-0.7270012,3000,-0.027485866,4.2472124,3.3202972,,25.74,finmb_1916062868,,26.03472,-0.3117199,-0.011973238,25.5526,0.17039871,,15,0,America/New_York,EDT,-14400000,BTS,26.45,24.42,3.86,,Cambria Fixed Income Trend ETF,0.5,0.0066685467,0.0,7.7471976,CFIT,,,,,,,,,,,
Utilities,utilities,49,CVRT,Calamos Convertible Equity Alternative ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,1784318035,47.24,47.56,47.24,0.0,0.0437012,46.92 - 47.56,46.92,2749,1784322300.0,False,False,False,USD,1696426200000,35.43,59.03,Calamos Convertible Equity Alternative ETF,True,NYSEArca,2,0.0,0.0,35.23711,23.56934,23.56934,33271060.0,CLOSED,0.0925945,46.92,9219,11150,[],14.440002,200,us_market,0.440244,32.8 - 54.09,-6.8499985,200,-0.12664075,40.43641,,,47.1963,finmb_1858147647,,50.80822,-3.5682182,-0.07022915,43.29812,3.941883,,15,0,America/New_York,EDT,-14400000,PCX,54.09,32.8,1.49,,Calamos Convertible Equity Alte,0.69,0.091040514,0.0,,CVRT,,,,,,,,,,,
Utilities,utilities,50,RNRG,Global X Renewable Energy Producers ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.65,21.440823,-12.32919,-12.26593,1784318400,35.07,35.07,35.07,-0.3199997,-0.3199997,35.07 - 35.07,35.07,283,1784319005.0,False,False,False,USD,1432819800000,25.15,44.96,Global X Renewable Energy Producers ETF,True,NasdaqGM,2,-0.9042094,0.0,7.38083,-1.52335,-1.52335,30895296.0,CLOSED,-0.9042094,34.81,7285,2020,[],6.539999,1,us_market,0.22923234,28.53 - 39.7,-4.630001,1,-0.11662471,15.628088,1.6608131,,35.39,finmb_311031290,,37.12188,-2.05188,-0.055274136,35.672085,-0.6020851,,15,0,America/New_York,EDT,-14400000,NGM,39.7,28.53,1.65,,Global X Renewable Energy Produ,0.65,-0.016878327,0.0,21.116163,RNRG,,,,,Global X Renewable Energy Producers ETF,,,,,,
Utilities,utilities,51,FPWR,First Trust EIP Power Solutions ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,1.9,20.34588,,,1784317529,37.3803,37.965,37.3803,0.0,-0.139702,37.3803 - 37.965,37.3803,1151,1784326575.0,False,False,False,USD,1566394200000,27.04,48.08,First Trust EIP Power Solutions ETF,True,NYSEArca,2,0.0,0.0,,,,,CLOSED,-0.37234,37.965,4248,4490,[],5.530298,100,us_market,0.17363574,31.85 - 38.28,-0.89970016,100,-0.02350314,15.270758,1.8421421,,37.52,finmb_618778536,,37.27736,0.102939606,0.002761451,35.70673,1.6735687,,15,0,America/New_York,EDT,-14400000,PCX,38.28,31.85,,,First Trust EIP Power Solutions,,0.04686984,0.0,20.291756,FPWR,,,,,,,,,,First Trust Exchange-Traded Fund IV - First Trust EIP Carbon Impact ETF,2026-07-19
Utilities,utilities,52,RMIF,LHA Risk-Managed Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,1784311180,24.1932,24.21,24.1932,0.0031986237,-0.00680161,24.19 - 24.21,24.19,2215,1784319005.0,False,False,False,USD,1686317400000,22.77,25.68,LHA Risk-Managed Income ETF,True,Cboe US,2,0.013222917,0.0,-0.61144,0.93626,0.93626,25263180.0,CLOSED,-0.0281058,24.21,14579,71820,[],0.08319855,100,us_market,0.00345079,24.11 - 25.18,-0.98680115,100,-0.03918988,-3.1505227,,,24.2,finmb_1837605981,,24.21726,-0.024061203,-0.000993556,24.592964,-0.399765,,15,0,America/New_York,EDT,-14400000,BTS,25.18,24.11,5.41,,LHA Risk-Managed Income ETF,1.55,-0.01625526,0.0,,RMIF,,,,,,,,,,,
Utilities,utilities,53,DUKH,Ocean Park High Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,1784318400,23.8626,23.89,23.8626,0.022500992,-0.0074005127,23.83 - 23.89,23.83,6312,1784318667.0,False,False,False,USD,1720704600000,23.82,23.89,Ocean Park High Income ETF,True,NasdaqGM,2,0.094382964,0.0,0.45715,1.57732,1.57732,21567474.0,CLOSED,-0.031003403,23.84,13890,21200,[],0.18260002,20,us_market,0.0077111493,23.68 - 24.75,-0.8873997,20,-0.035854533,-1.9597352,1.5163838,699950016.0,23.87,finmb_1879271264,59.617,23.97076,-0.10816002,-0.0045121647,24.24878,-0.38617897,0.40026504,15,0,America/New_York,EDT,-14400000,NGM,24.75,23.68,5.64,USD,Ocean Park High Income ETF,1.07,-0.015925707,0.0,15.736518,DUKH,,,1547510400.0,2024-07-11,,,,,,,
Utilities,utilities,54,XLUI,State Street Utilities Select Sector SPDR Premium Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,1784318390,24.46,24.795,24.46,0.0,-0.110001,24.41 - 24.795,24.41,26621,1784326105.0,False,False,False,USD,1753882200000,24.41,26.15,State Street Utilities Select Sector SPDR Premium Income ETF,True,NYSEArca,2,0.0,0.0,,,,,CLOSED,-0.447703,24.62,25506,26410,[],1.0999985,200,us_market,0.047088973,23.36 - 26.339,-1.8790016,400,-0.07133914,-3.5793126,1.1818298,,24.57,finmb_1945101984,,24.30884,0.15115929,0.006218285,24.73567,-0.275671,,15,0,America/New_York,EDT,-14400000,PCX,26.339,23.36,,,State Street Utilities Select S,,-0.011144675,0.0,20.696718,XLUI,,,,,,,,,,The Select Sector SPDR Trust - The Utilities Select Sector SPDR Premium Income Fund,2026-07-19
Utilities,utilities,55,TPLS,Thornburg Core Plus Bond ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,1784318400,25.01,25.01,25.01,0.0,0.040000916,25.0001 - 25.01,25.0001,2130,1784319005.0,False,False,False,USD,1738765800000,25.25,25.27,Thornburg Core Plus Bond ETF,True,NasdaqGM,2,0.0,0.0,0.99248,1.10046,1.10046,20100658.0,CLOSED,0.1601959,25.0001,5458,24720,[],0.19000053,1,us_market,0.0076551386,24.82 - 26.0,-0.9899998,1,-0.038076915,-0.7342756,,,24.97,finmb_1900837358,,25.09954,-0.08954048,-0.003567415,25.43913,-0.42913055,,15,0,America/New_York,EDT,-14400000,NGM,26.0,24.82,4.66,,Thornburg Core Plus Bond ETF,0.45,-0.016868915,0.0,,TPLS,,,,2025-02-05,,,,,,,
Utilities,utilities,56,MFLX,First Trust Flexible Municipal High Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,3.55,21.186440677966104,8.00064,8.11191,1784318400,17.265,17.265,17.265,-0.07500076,-0.07500076,17.265 - 17.265,17.265,18,1784319005.0,False,False,False,USD,1475155800000,17.2,17.33,First Trust Flexible Municipal High Income ETF,True,NasdaqGM,2,-0.43253034,0.0,3.81797,3.76255,3.76255,19926344.0,CLOSED,-0.4325303,17.265,6101,6830,[],1.0849991,1,us_market,0.06705804,16.18 - 17.95,-0.6850014,1,-0.038161635,5.1461577,,,17.34,finmb_346872599,,17.24576,0.019239426,0.0011156033,17.1186,0.14639854,,15,0,America/New_York,EDT,-14400000,NGM,17.95,16.18,4.04,,First Trust Flexible Municipal ,0.75,0.008552016,0.0,,MFLX,,,,,,,,,,,
Utilities,utilities,57,UPW,ProShares Ultra Utilities,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,1.41,20.93364,-22.33155,32.6365,1784318400,23.58,24.65,23.58,0.0,-0.393101,23.41 - 24.65,23.41,22900,1784327010.0,False,False,False,USD,1170340200000,23.53,23.65,ProShares Ultra Utilities,True,NYSEArca,2,0.0,0.0,11.08149,-3.17709,-3.17709,18183712.0,CLOSED,-1.63976,24.65,16377,10940,[],3.334999,500,us_market,0.16473198,20.245 - 26.8,-3.2199993,1700,-0.12014923,10.730219,1.1473733,,23.9731,finmb_32432008,,23.4122,0.167799,0.00716716,23.702362,-0.12236214,,15,0,America/New_York,EDT,-14400000,PCX,26.8,20.245,1.41,,ProShares Ultra Utilities,0.95,-0.005162445,0.0,20.551289,UPW,,,,,,,,,,,
Utilities,utilities,58,BILD,Nomura Global Listed Infrastructure ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,4.76,21.070375,,,1784227678,30.1204,30.1204,,,0.0606003,30.1204 - 30.1204,30.1204,8,,False,False,False,USD,1701268200000,22.79,37.63,Nomura Global Listed Infrastructure ETF,True,NYSEArca,2,,0.0,8.79004,0.12166,0.12166,7386811.0,CLOSED,0.201599,30.03,770,1810,[],3.3204002,500,us_market,0.12389553,26.8 - 31.785,-1.6646004,3500,-0.052370626,11.262978,1.4133397,,30.0598,finmb_1845137186,,30.1504,-0.030000687,-0.0009950345,29.556265,0.5641346,,15,0,America/New_York,EDT,-14400000,PCX,31.785,26.8,4.76,,Nomura Global Listed Infrastruc,0.5,0.019086802,0.0,21.311506,BILD,,,,,,,,,,,
Utilities,utilities,59,PWRZ,TrueShares Eagle Global Next Gen Power Infrastructure ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,1784301750,31.0751,31.195,31.0751,-0.11989975,0.0592995,31.0751 - 31.195,31.0751,121,1784319005.0,False,False,False,USD,1670596200000,15.55,46.65,TrueShares Eagle Global Next Gen Power Infrastructure ETF,True,Cboe US,2,-0.38435566,,14.87339,-0.37817,-0.37817,5952393.0,CLOSED,0.191191,31.195,2166,440,[],8.6331005,900,us_market,0.384685,22.442 - 33.54,-2.464901,300,-0.07349138,25.251913,1.3562835,,31.0158,finmb_1804332262,,31.6269,-0.5517998,-0.017447166,29.877785,1.1973152,,15,0,America/New_York,EDT,-14400000,BTS,33.54,22.442,1.81,,TrueShares Eagle Global Renewab,0.75,0.04007376,,22.91195,PWRZ,,,,,,,,,,,
Utilities,utilities,60,JOJO,ATAC Credit Rotation ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_utilities/,2026-07-19T02:51:50+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,4.88,16.611295681063122,,,1784302222,15.2601,15.295,15.2601,0.0,0.0472002,15.2601 - 15.295,15.2601,1730,1784322300.0,False,False,False,USD,1626442200000,12.27,18.27,ATAC Credit Rotation ETF,True,NYSEArca,2,0.0,0.0,2.48838,1.45363,1.45363,5838439.0,CLOSED,0.310264,15.29,6225,16280,[],0.14010048,900,us_market,0.009265904,15.12 - 16.24,-0.9798994,1700,-0.060338635,0.52701235,0.88925034,,15.2129,finmb_717895295,,15.51902,-0.25891972,-0.016684026,15.6236,-0.36349964,,15,0,America/New_York,EDT,-14400000,PCX,16.24,15.12,5.12,,ATAC Credit Rotation ETF,1.24,-0.023266062,0.0,17.160635,JOJO,,,,,,,,,,,
